id,title,body,category,priority
243,Supporto per nuovo access point Wi-Fi,"Buonasera, ho bisogno di supporto per configurare il nuovo access point Wi-Fi. Spero si possa risolvere in fretta.",Tecnico,Bassa
244,Info su come sincronizzazione del calendario,"Ciao a tutti, avrei bisogno di risolvere il problema di sincronizzazione del calendario quando avete un attimo. Vi prego di darci priorità se possibile.",Tecnico,Bassa
245,Assistenza per firmare l'NDA con il nuovo partner,"Salve, vi scrivo per chiedere di firmare l'NDA con il nuovo partner. Potete farmi sapere le tempistiche?",Commerciale,Bassa
246,Info su come trattativa in corso su HubSpot,"Ciao a tutti, avrei una richiesta: mi serve chiudere la trattativa in corso su HubSpot. Vi prego di darci priorità se possibile.",Commerciale,Bassa
247,Domanda: come target di fatturato per il prossimo anno?,"Gentile supporto, come posso procedere per verificare il target di fatturato per il prossimo anno? Vi auguro una buona giornata.",Commerciale,Alta
248,Assistenza per inserire il nuovo contatto qualificato nel CRM,"Gentile supporto, vi contatto per inserire il nuovo contatto qualificato nel CRM. Attendo un vostro riscontro.",Commerciale,Bassa
249,blocco totale: nuova stampante multifunzione,"scusate il disturbo, la situazione è paralizzante, vi chiedo di mappare la nuova stampante multifunzione immediatamente. resto a disposizione per ulteriori chiarimenti.",Tecnico,Alta
250,Allarme: toner della stampante,"SALVE, È ASSOLUTAMENTE VITALE SOSTITUIRE IL TONER DELLA STAMPANTE IL PRIMA POSSIBILE. SPERO DI RICEVERE PRESTO NOTIZIE DA VOI. IL REPARTO E' BLOCCATO. NON SIAMO FERMI, PERO' VORREI CHIUDERLO PRESTO.",Tecnico,Alta
251,CRITICO: registro dei beni ammortizzabili,"TEAM, SITUAZIONE CRITICA: DOBBIAMO AGGIORNARE IL REGISTRO DEI BENI AMMORTIZZABILI SUBITO. PER QUALSIASI DOMANDA, NON ESITATE A CONTATTARMI. IMPATTA IL FLUSSO DEL TEAM.",Amministrazione,Alta
252,Necessità di forecast aggiornato al team di vendita,"Buonasera, apro questo ticket perché devo inviare il forecast aggiornato al team di vendita. Scrivo per segnalare quanto segue. va gestito appena possibile.",Commerciale,Alta
253,Supporto per nuova campagna di marketing,"Gentile supporto, come posso procedere per pianificare la nuova campagna di marketing? Grazie per il vostro supporto continuo.",Commerciale,Bassa
254,Assistenza per database delle fatture irraggiungibile,"Buonasera, ci sarebbe da ripristinare il database delle fatture irraggiungibile per favore. Scrivo per segnalare quanto segue.",Tecnico,Bassa
255,URGENTE: nuovo server di posta,È assolutamente vitale configurare il nuovo server di posta il prima possibile. Resto a disposizione per ulteriori informazioni.,Tecnico,Alta
256,Richiesta: allineare il budget IT con le fatture dei fornitori cloud,"Ciao a tutti, è necessario allineare il budget IT con le fatture dei fornitori cloud. Vi invio questa mail per un aggiornamento.",Amministrazione,Bassa
257,Info su come sollecitare l'approvazione del budget per confermare l'ordine,"Ciao, ci sarebbe da sollecitare l'approvazione del budget per confermare l'ordine per favore. Vi prego di darci priorità se possibile.",Commerciale,Bassa
258,Supporto per pagamento fermo nel database,"SCUSATE IL DISTURBO, POTETE AIUTARMI A SBLOCCARE IL PAGAMENTO FERMO NEL DATABASE? RESTO A DISPOSIZIONE PER ULTERIORI INFORMAZIONI. NON E' UN'URGENZA REALE MA VORREI TENERLO ALTO IN CODA.",Amministrazione,Bassa
259,Info su come brochure aggirando il limite di dimensione email,"Ciao a tutti, apro questo ticket perché devo inviare la brochure aggirando il limite di dimensione email. Resto a disposizione per ulteriori chiarimenti. non blocca il lavoro ma preferirei una verifica rapida.",Commerciale,Bassa
260,Richiesta: verificare i log di sistema per errori critici,"Ciao, vi scrivo per chiedere di verificare i log di sistema per errori critici. Resto a disposizione per ulteriori chiarimenti.",Tecnico,Bassa
261,Situazione essenziale: trattativa bloccata dall'errore di sistema,"gentile supporto, è un blocco totale, serve chiudere la trattativa bloccata dall'errore di sistema immediatamente. vi ringrazio per la collaborazione.",Commerciale,Media
262,Allarme: forecast aggiornato al team di vendita,"Salve, vi prego di inviare il forecast aggiornato al team di vendita immediatamente, la situazione è seria. In allegato trovate i dettagli. va gestito appena possibile. non blocca il lavoro ma preferirei una verifica rapida.",Commerciale,Alta
263,Supporto per budget trimestrale,"Buongiorno, ho bisogno di supporto per approvare il budget trimestrale. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
264,Assistenza per target di fatturato per il trimestre in corso,"Team, potete aiutarmi a verificare il target di fatturato per il trimestre in corso? Resto a disposizione per ulteriori chiarimenti.",Commerciale,Bassa
265,Domanda: come verificare errore contabile generato dal gestionale CRM?,"per favore, potete aiutarmi a verificare errore contabile generato dal gestionale crm? attendo un vostro riscontro.",Amministrazione,Bassa
266,Richiesta: trattativa in corso su Pipedrive,"Team, potete aiutarmi a chiudere la trattativa in corso su Pipedrive? Resto in attesa di una vostra risposta.",Commerciale,Bassa
267,Situazione disastrosa: trattativa in corso su Pipedrive,"Ciao, è una situazione disastrosa, per favore fate in modo di chiudere la trattativa in corso su Pipedrive con urgenza. Vi invio questa mail per un aggiornamento. non riusciamo a lavorare.",Commerciale,Alta
268,Task: mandato di pagamento per il fornitore,"Gentile supporto, vorrei sapere come emettere il mandato di pagamento per il fornitore. Spero di ricevere presto notizie da voi.",Amministrazione,Bassa
269,Supporto per trattativa in corso su Microsoft Dynamics CRM,"Per favore, avrei bisogno di chiudere la trattativa in corso su Microsoft Dynamics CRM quando avete un attimo. Vi prego di darci priorità se possibile. serve un riscontro in giornata.",Commerciale,Media
270,URGENTE: contabilizzare i rimborsi per i disservizi di rete,"Team, vi prego di contabilizzare i rimborsi per i disservizi di rete immediatamente, la situazione è seria. Resto a disposizione per ulteriori chiarimenti. il pagamento risulta bloccato.",Amministrazione,Alta
271,Info su come riparare il PC dell'ufficio pagamenti che non si avvia,"buongiorno, vorrei chiedervi di riparare il pc dell'ufficio pagamenti che non si avvia. grazie per il vostro supporto continuo.",Tecnico,Bassa
272,Info su come ritenuta d'acconto,"Per favore, vorrei sapere come calcolare la ritenuta d'acconto. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
273,Supporto per centro di costo assegnato al nuovo server,"Ho bisogno di supporto per verificare il centro di costo assegnato al nuovo server. Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Bassa
274,Assistenza per allineare il budget IT con le fatture dei fornitori cloud,"Gentile supporto, mi serve una mano per allineare il budget IT con le fatture dei fornitori cloud. Vi prego di darci prioriàt se possibile.",Amministrazione,Bassa
275,Emergenza: forecast aggiornato al management il prima possibile,"Per favore, siamo fermi. È importante poter inviare il forecast aggiornato al management per continuare a lavorare. Per qualsiasi domanda, non esitate a contattarmi. sta rallentando il lavoro. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Commerciale,Media
276,Problema seria: collegare il tablet del direttore vendite al Wi-Fi,"Ciao a tutti, vi prego di collegare il tablet del direttore vendite al Wi-Fi immediatamente, la situazione è seria. In allegato trovate i dettagli.",Tecnico,Alta
277,Info su come egnerare il report IVA trimestrale,"Buongiorno, avrei una richiesta: mi serve generare il report IVA trimestrale. Vi prego di darci priorità se possibile.",Amministrazione,Bassa
278,Task: ottimizzare le prestazioni del sistema operativo,"Gentile supporto, mi serve una mano per ottimizzare le prestazioni del sistema operativo. Scrivo per segnalare quanto segue.",Tecnico,Bassa
279,Blocco operativo: scaricare il report delle vendite mensili per il bilancio,"Ciao, vi prego di scaricare il report delle vendite mensili per il bilancio immediatamente, la situazione è prioritaria. Grazie per il vostro supporto cotninuo. serve un riscontro in giornata.",Commerciale,Media
280,Task: scadenza del pagamento del cliente??,"Scusate il disturbo, vi contatto per verificare la scadenza del pagamento del cliente. Vi prego di darci priorità se possibile. rischiamo di andare fuori tempo.",Amministrazione,Media
281,CRITICO: disdire l'abbonamento come richiesto dal cliente,"Gentile supporto, vi prego di disdire l'abbonamento come richiesto dal cliente immediatamente, la situazione è seria. Fatemi sapere se avete bisogno di altro. la produzione e' ferma.",Commerciale,Alta
282,Assistenza per certificato SSL scaduto,Vi scrivo per chiedere di aggiornare il certificato SSL scaduto. Scrivo per segnalare quanto segue.,Tecnico,Bassa
283,TASK: DATABASE DELLE FATTURE IRRAGGIUNGIBILE,"Gentile supporto, potete aiutarmi a ripristinare il database delle fatture irraggiungibile? Grazie per il vostro supporto continuo.!!!",Tecnico,Bassa
284,Info su come brochure aggirando il limite di dimensione email,"Buonasera, vorrei chiedervi di inviare la brochure aggirando il limite di dimensione email. Potete farmi sapere le tempistiche? impatta il flusso del team.",Commerciale,Media
285,Necessità di registro dei cespiti,"Buongiorno, vi scrivo per chiedere di aggiornare il registro dei cespiti. Grazie per la vostra attenzione. sta rallentando il lavoro.",Amministrazione,Alta
286,Problema necessaria: connessione al server FTP,"Team, vi prego di ripristinare la connessione al server FTP immediatamente, la situazione è necessaria. Resto in attesa di una vostra risposta. rischiamo di andare fuori tempo. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Media
287,Blocco operativo: trattativa bloccata dall'errore di sistema,"Scusate il disturbo, è un blocco totale, serve chiudere la trattativa bloccata dall'errore di sistema immediatamente. Vi prego di darci priorità se possibile. serve entro oggi.",Commerciale,Alta
288,task: trattativa in corso su pipedrive,"Buongiorno, come posso procedere per chiudere la trattativa in corso su Pipedrive? Vi ringrazio per la collaborazione. sta rallentando il lavoro.",Commerciale,Media
289,Domanda: come listino prezzi per il Q3?,"Team, ho bisogno di supporto per aggiornare il listino prezzi per il Q3. Potete farmi sapere le tempistiche? serve un riscontro in giornata.",Commerciale,Media
290,Richiesta: mandato di pagamento per il fornitore,"Scusate il disturbo, apro questo ticket perché devo emettere il mandato di pagamento per il fornitore. Resto a disposizione per ulteriori informazioni.",Amministrazione,Bassa
291,Allarme: trattativa in corso su Pipedrive,"Ciao, vi prego di chiudere la trattativa in corso su Pipedrive immediatamente, la situazione è bloccante. Scrivo per segnalare quanto segue. non possiamo chiudere la pratica.",Commerciale,Alta
292,Blocco operativo: sincronizzazione tra il CRM e il database contabile,"Gentile supporto, situazione critica: dobbiamo risolvere l'errore di sincronizzazione tra il CRM e il database contabile subito. Vi invio questa mail per un aggiornamento. l'ordine non parte.",Tecnico,Alta
293,Assistenza per scadenza del pagamento del fornitore,"Ciao a tutti, ho bisogno di supporto per verificare la scadenza del pagamento del fornitore. Fatemi sapere se avete bisogno di altro.",Amministrazione,Bassa
294,Blocco operativo: preventivo urgente aggirando il blocco VPN,Situazione critica: dobbiamo inviare il preventivo urgente aggirando il blocco VPN subito. Resto in attesa di una vostra risposta. non possiamo chiudere la pratica.!!!,Commerciale,Alta
295,Domanda: come ottimizzare le query lente sul DB?,"Buongiorno, potete darmi indicazioni su come ottimizzare le query lente sul DB? Grazie per il vostro supporto continuo.",Tecnico,Alta
296,Richiesta: disdire l'abbonamento come richiesto dal cliente chiave,"Scusate il disturbo, ci sarebbe da disdire l'abbonamento come richiesto dal cliente chiave per favore. Grazie per la vostra attenzione.",Commerciale,Bassa
297,Richiesta: cartella condivisa di rete,"Scusate il disturbo, è necessario mappare la cartella condivisa di rete. Vi auguro una buona giornata.",Tecnico,Bassa
298,Necessità di forecast aggiornato al management,"Team, vorrei sapere come inviare il forecast aggiornato al management. Attendo un vostro riscontro.",Commerciale,Bassa
299,Task: scheda di rete guasta alla postazione 3,"scusate il disturbo, vi scrivo per chiedere di sostituire la scheda di rete guasta alla postazione 3. vi ringrazio per la collaborazione.",Tecnico,Bassa
300,CRITICO: serve firmware del router con massima urgenza,"Buonasera, ticket escalato: serve aggiornare il firmware del router con massima urgenza. È una questione necessaria. Resto a disposizione per ulteriori chiarimenti. va gestito appena possibile.??",Tecnico,Media
301,Assistenza per calcolare l'IRAP da versare,"Buongiorno, vi scrivo per chiedere di calcolare l'IRAP da versare. Grazie per il vostro supporto continuo. serve un riscontro in giornata.",Amministrazione,Media
302,Blocco operativo: listino prezzi per il prossimo anno,"Ciao, vi prego di aggiornare il listino prezzi per il prossimo anno immediatamente, la situazione è seria. Vi prego di darci priorità se possibile. va gestito appena possibile.",Commerciale,Alta
303,Blocco operativo: nuovo access point Wi-Fi!!!,"Buonasera, vi prego di configurare il nuovo access point Wi-Fi immediatamente, la situazione è vitale. Fatemi sapere se avete bisogno di altro. il pagamento risulta bloccato.",Tecnico,Alta
304,Domanda: come mandato di pagamento?,"Buongiorno, è necessario emettere il mandato di pagamento. Resto a disposizione per ulteriori informazioni.",Amministrazione,Bassa
305,Supporto per connessione al server di autenticazione,"Gentile supporto, potete darmi indicazioni su come ripristinare la connessione al server di autenticazione? Resto in attesa di una vostra risposta.",Tecnico,Bassa
306,Blocco totale: controllare la busta paga di questo mese,"Team, è assolutamente critica controllare la busta paga di questo mese il prima possibile. Resto a disposizione per ulteriori informazioni. non riuscimo a lavorare.",Amministrazione,Alta
307,Task: riavviare il server principale,"Team, apro questo ticket perché devo riavviare il server principale. Resto a disposizione per ulteriori informazioni. !!",Tecnico,Bassa
308,Domanda: come backup del database?,"Team, vorrei chiedervi di ripristinare il bakup del database. Vi ringrazio per la collaborazione.",Tecnico,Bassa
309,CRITICO: serve firmare il contratto con il nuovo partner commerciale con massima urgenza,"Salve, vi prego di firmare il contratto con il nuovo partner commerciale immediatamente, la situazione è vitale. In allegato trovate i dettagli.",Amministrazione,Alta
310,Task: nuovo switch di rete,"Ciao a tutti, vi scrivo per chiedere di configurare il nuovo switch di rete. Grazie per il vostro supporto continuo.",Tecnico,Bassa
311,Task: inserire il nuovo lead nel CRM,"Buongiorno, ho bisogno di supporto per inserire il nuovo lead nel CRM. Potete farmi sapere le tempistiche?",Commerciale,Bassa
312,Info su come nota di credito,"Gentile supporto, vorrei sapere come emettere la nota di credito. Resto in attesa di una vostra risposta. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Amministrazione,Bassa
313,URGENTE: listino prezzi per il Q3,"Ciao a tutti, il cliente si lamenta, è paralizzante riuscire a aggiornare il listino prezzi per il Q3 entro oggi. Vi ringrazio per la collaborazione.",Commerciale,Alta
314,Domanda: come richiesta di anticipo spese del dipendente?,"Ciao a tutti, potete darmi indicazioni su come approvare la richiesta di anticipo spese del dipendente? Grazie per il vostro supporto continuo.",Amministrazione,Bassa
315,Info su come ottimizzare le prestazioni del database,Avrei bisogno di ottimizzare le prestazioni del database quando avete un attimo. Spero di ricevere presto notizie da voi.,Tecnico,Bassa
316,Allarme: monitor guasto alla postazione 4,"Per favore, la situazione è fondamentale, vi chiedo di sostituire il monitor guasto alla postazione 4 immediatamente. Grazie per il vostro supporto continuo. va gestito appena possibile.",Tecnico,Media
317,Assistenza per registro dei cespiti,"Scusate il disturbo, mi serve una mano per aggiornare il registro dei cespiti. Potete farmi sapere le tempistiche?",Amministrazione,Bassa
318,Domanda: come riconciliare le fatture generate dalla piattaforma e-commerce?,"Scusate il disturbo, vorrei chiedervi di riconciliare le fatture generate dalla piattaforma e-commerce. Fatemi sapere se avete bisogno di altro. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Bassa
319,Blocco operativo: disdire l'abbonamento come richietso dal cliente chiave,"Scusate il disturbo, è assolutamente essenziale disdire l'abbonamento come richiesto dal cliente chiave il prima possibile. Spero si possa risolvere in fretta. impatta il flusso del team.",Commerciale,Media
320,Supporto per quadratura contabile del mese,"Per favore, vi scrivo per chiedere di verificare la quadratur acontabile del mese. Resto a disposizione per ulteriori chiarimenti. serve un riscontro in giornata.",Amministrazione,Media
321,Allarme: connessione al server di posta,"Gentile supporto, è un blocco totale, serve ripristinare la connessione al server di posta immediatamente. Grazie in anticipo per l'aiuto. ci crea ritardo operativo.",Tecnico,Bassa
322,Info su come contratto in scadenza,"Per favore, ci sarebbe da rinnovare il contratto in scadenza per favore. Scrivo per segnalare quanto segue. rischiamo di andare fuori tempo.",Commerciale,Media
323,Necessità di nuova campagna di amrketing,"Gentile supporto, apro questo ticket perché devo pianificare la nuova campagna di marketing. Resto a disposizione per ulteriori informazioni.",Commerciale,Bassa
324,Allarme: contabilizzare le fatture estere,"Ciao a tutti, vi prego di contabilizzare le fatture estere immediatamente, la situazione è significativa. Grazie in anticipo per l'aiuto. sta rallentando il lavoro.",Amministrazione,Media
325,Info su come sbloccare l'utenza aziendale bloccata,"Scusate il disturbo, avrei bisogno di sbloccare l'utenza aziendale bloccata quando avete un attimo. Grazie per il vostro supporto continuo.",Tecnico,Alta
326,Situazione fondamentale: connessione al server FTP,"Ciao, il cliente si lamenta, è fondamentale riuscire a ripristinare la connessione al server FTP entro oggi. Resto in attesa di una vostra risposta. rischiamo di andare fuori tempo.",Tecnico,Media
327,Situazione critica: licenza del software di gestione clienti,"Scusate il disturbo, la situazione è critica, vi chiedo di rinnovare la licenza del software di gestione clienti immediatamente. Grazieper il vostro supporto continuo. serve entro oggi.",Commerciale,Media
328,Situazione prioritaria: sistemare il sistema di vendita che ha calcolato l'IVA in modo errato,"È un'emergenza, dobbiamo sistemare il sistema di vendita che ha calcolato l'IVA in modo errato ora. Spero si possa risolvere in fretta. rischiamo di andare fuori tempo.",Amministrazione,Media
329,Task: sincronizzazione dei file,"Scusate il disturbo, apro questo ticket perché devo risolvere il problema di sincronizzazione dei file. Vi auguro una buona giornata.",Tecnico,Bassa
330,Task: calcolare le provvigioni di fine anno,"Per favore, apro questo ticket perché devo calcolare le provvigioni di fine anno. Per qualsiasi domanda, non esitate a contattarmi.",Commerciale,Media
331,Domanda: come riparare il PC dell'ufficio pagamenti che non si avvia?,"Per favore, come posso procedere per riparare il PC dell'ufficio pagamenti he non si avvia? Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
332,Emergenza: confermare la vendita nonostante il disservizio del portale il prima possibile,"Per favore, è un blocco totale, serve confermare la vendita nonostante il disservizio del portale immediatamente. Vi invio questa mail per un aggiornamento. serve un riscontro in giornata.",Amministrazione,Media
333,Task: nuova campagna di acquisizione clienti,"Ciao a tutti, potete darmi indicazioni su come pianificare la nuova campagna di acquisizione clienti? Spero si possa risolvere in fretta.",Amministrazione,Bassa
334,URGENTE: nuova unità di rete,"buonasera, siamo fermi. è critica poter mappare la nuova unità di rete per continuare a lavorare. vi auguro una buona giornata.",Tecnico,Media
335,Domanda: come inserire la fattura elettronica nel sistema?,"Gentile supporto, potete darmi indicazioni su come inserire la fattura elettronica nel sistema? Potete farmi sapere le tempistiche?",Amministrazione,Alta
336,Assistenza per nota di credito,"Ciao, ci sarebbe da emettere la nota di credito per favore. Resto in attesa di una vostra risposta.",Amministrazione,Bassa
337,Domanda: come accesso alla VPN?,"Buonasera, avrei bisogno di risolvere il problema di accesso alla VPN quando avete un attimo. In allegato trovate i dettagli.",Tecnico,Bassa
338,Necessità di forecast aggiornato al team di vendita,"Per favore, potete aiutarmi a inviare il forecast aggiornato al team di vendita? In allegato trovate i dettagli.",Commerciale,Bassa
339,Task: sbloccare l'utenza aziendale bloccata,"Salve, avrei bisogno di sbloccare l'utenza aziendale bloccata quando avete un attimo. Vi invio questa mail per un aggiornamento.",Tecnico,Bassa
340,urgente: modello f24 al commercialista,"Buonasera, situazione critica: dobbiamo inviare il modello F24 al commercialista subito. Fatemi sapere se avete bisogno di altro. il cliente e' fermo.",Amministrazione,Alta
341,Richiesta: calcolare le provvigioni di fine anno per il top seller,"Scusate il disturbo, mi serve una mano per calcolare le provvigioni di fine anno per il top seller. Vi ringrazio per la collaborazione.",Commerciale,Bassa
342,Situazione significativa: trattativa in corso su HubSpot,"Vi prego di chiudere la trattativa in corso su HubSpot immediatamente, la situazione è significativa. Potete farmi sapere le tempistiche?",Commerciale,Alta
343,Task: nuova campagna di vendita,"Buongiorno, avrei una richiesta: mi serve pianificare la nuova campagna di vendita. Spero di ricevere presto notizie da voi.",Commerciale,Bassa
344,Emergenza: liquidare le fatture in sospeso il prima possibile,"TEAM, SITUAZIONE CRITICA: DOBBIAMO LIQUIDARE LE FATTURE IN SOSPESO SUBITO. RESTO A DISPOSIZIONE PER ULTERIORI INFORMAZIONI. CI CREA RITARDO OPERATIVO.",Amministrazione,Alta
345,Domanda: come sistemare la stampante dell'amministrazione che inceppa i moduli F24?,"Buongiorno, avrei una richiesta: mi serve sistemare la stampante dell'amministrazione che inceppa i moduli F24. Resto a disposizione per ulteriori chiarimenti.",Tecnico,Bassa
346,Domanda: come verificare errore contabile generato dal gestionale CRM?,"Scusate il disturbo, avrei bisogno di verificare errore contabile generato dal gestionale CRM quando avete un attimo. Potete farmi sapere le tempistiche?",Amministrazione,Bassa
347,Blocco totale: richiedere lo sblocco amministrativo per applicare lo sconto,"Per favore, la situazione è urgente, vi chiedo di richiedere lo sblocco amministrativo per applicare lo sconto immediatamente. Spero si possa risolvere in fretta. serve entro oggi.",Commerciale,Alta
348,Info su come calcolare le provvigioni di fine anno,"per favore, mi serve una mano per calcolare le provvigioni di fine anno. attendo un vostro riscontro. rischiamo di andare fuori tempo.",Commerciale,Media
349,Task: disdire l'abbonamento come richiesto dal cliente,"Gentile supporto, vorrei sapere come disdire l'abbonamento come richiesto dal cliente. Grazie per il vostro supporto continuo.",Commerciale,Bassa
350,Situazione grave: licenza del software di vendita,Situazione critica: dobbiamo rinnovare la licenza del software di vendita subito. Grazie in anticipo per l'aiuto.,Commerciale,Alta
351,Necessità di preventivo urgente aggirando il blocco VPN,"Salve, vi scrivo per chiedere di inviare il preventivo urgente aggirando il blocco VPN. Grazie per il vostro supporto continuo.",Commerciale,Bassa
352,CRITICO: disdire l'abbonamento come richiesto dal cliente VIP,"CIAO, TICKET ESCALATO: SERVE DISDIRE L'ABBONAMENTO COME RICHIESTO DAL CLIENTE VIP CON MASSIMA URGENZA. È UNA QUESTIONE RILEVANTE. GRAZIE PER LA VOSTRA ATTENZIONE. CI CREA RITARDO OPERATIVO.",Commerciale,Media
353,Supporto per calcolare le provvigioni di fine mese,"Salve, mi serve una mano per calcolare le provvigioni di fine mese. Vi auguro una buona giornata.",Commerciale,Bassa
354,Problema essenziale: scadenza del pagamento del cliente,"Gentile supporto, ticket escalato: serve verificare la scadenza del pagamento del cliente con massima urgenza. È una questione essenziale. In allegato trovate i dettagli.",Amministrazione,Media
355,Blocco operativo: transazione in sospeso,"Buongiorno, è assolutamente seria sbloccare la transazione in sospeso il prima possibile. Grazie per il vostro supporto continuo. serve entro oggi.",Amministrazione,Alta
356,Assistenza per verificare perché il software di tesoreria non quadra con i pagamenti POS,"Ciao a tutti, come posso procedere per verificare perché il software di tesoreria non quadra con i pagamenti POS? Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Bassa
357,Assistenza per nuovo server di posta,"Salve, potete aiutarmi a configurare il nuovo server di opsta? Grazie per la vostra attenzione.",Tecnico,Bassa
358,Info su come ottimizzare le prestazioni del database,"Ciao, vi contatto per ottimizzare le prestazioni del database. Fatemi sapere se avete bisogno di altro.",Tecnico,Media
359,Blocco operativo: nuovo switch di rete,"Scusate il disturbo, la situazione è bloccante, vi chiedo di configurare il nuovo switch di rete immediatamente. Grazie per la vostra attenzione.",Amministrazione,Alta
360,Blocco totale: transazione in sospeso,"Scusate il disturbo, è un'emergenza, dobbiamo sbloccare la transazione in sospeso ora. Spero di ricevere presto notizie da voi. la produzione e' ferma.",Amministrazione,Alta
361,Situazione fondamentale: nuova campagna di marketing,"Ciao a tutti, è assolutamente fondamentale pianificare la nuova campagna di marketing il prima possibile. In allegato trovate i dettagli.",Commerciale,Bassa
362,blocco totale: nuova campagna di vendita,"Buongiorno, la situazione è fondamentale, vi chiedo di pianificare la nuova campagna di vendita immediatamente. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Media
363,Blocco operativo: sincronizzazione del calendario,"Buongiorno, è assolutamente significativa risolvere il problema di sincronizzazione del calendario il prima possibile. Vi invio questa mail per un aggiornamento. rischiamo di andare fuori tempo.",Tecnico,Media
364,Domanda: come contratto in scadenza?,"Ciao a tutti, vi scrivo per chiedere di rinnovare il contratto in scadenza. In allegato trovate i dettagli.",Commerciale,Bassa
365,Allarme: ottimizzare le prestazioni del server,"team, è un'emergenza, dobbiamo ottimizzare le prestazioni del server ora. scrivo per segnalare quanto segue.",Tecnico,Bassa
366,Domanda: come nuova unità di rete?,"Salve, come posso porcedere per mappare la nuova unità di rete? Grazie per il vostro supporto continuo.",Tecnico,Bassa
367,Necessità di preventivo urgente aggirando il blocco VPN,"team, potete aiutarmi a inviare il preventivo urgente aggirando il blocco vpn? grazie in anticipo per l'aiuto.",Commerciale,Alta
368,Assistenza per la fatturazione automatica del nuovo software,Vorrei sapere come risolvere il problema con la fatturazione automatica del nuovo software. Spero si possa risolvere in fretta.,Amministrazione,Bassa
369,Info su come calcolare le provvigioni di fine trimestre,"Salve, potete aiutarmi a calcolare le provvigioni di fine trimestre? Vi ringrazio per la collaborazione. serve un riscontro in giornata.",Commerciale,Media
370,CRITICO: serve registro dei cespiti con massima urgenza,"Buonasera, ticket escalato: serve aggiornare il registro dei cespiti con massima urgenza. È una questione seria. Potete farmi sapere le tempistiche?",Amministrazione,Alta
371,Supporto per nuovo switch di rete,"Per favore, potete darmi indicazioni su come configurare il nuovo switch di rete? Resto a disposizione per ulteriori informazioni. sta rallentando il lavoro.",Tecnico,Alta
372,Supporto per verificare se la fattura insoluta blocca l'ordine del cliente VIP,"Team, vi scriv oper chiedere di verificare se la fattura insoluta blocca l'ordine del cliente VIP. Resto a disposizione per ulteriori informazioni.",Commerciale,Bassa
373,Info su come nuova campagna di marketing,"Scusate il disturbo, avrei bisogno di pianificare la nuova campagna di marketing qundo avete un attimo. Grazie per la vostra attenzione.",Commerciale,Bassa
374,Supporto per database delle fatture irraggiungibile,"Scusate il disturbo, ci sarebbe da ripristinare il database delle fatture irraggiungibile per favore. Attendo un vostro riscontro.",Tecnico,Bassa
375,Richiesta: registrare l'incasso del contratto chiuso ieri sul portale,"Scusate il disturbo, ho bisogno di supporto per registrare l'incasso del contratto chiuso ieri sul portale. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Bassa
376,Supporto per scadenza del pagamento del cliente,"Gentile supporto, vorrei chiedervi di verificare la scadenza del pagamento del cliente. Attendo un vostro riscontro. serve un riscontro in giornata.",Amministrazione,Media
377,Assistenza per nuovo firewall,"Ciao, vi scrivo per chiedere diconfigurare il nuovo firewall. Attendo un vostro riscontro.",Tecnico,Bassa
378,blocco totale: regolarità contributiva dell'azienda,"Scusate ild isturbo, il cliente si lamenta, è catastrofica riuscire a verificare la regolarità contributiva dell'azienda entro oggi. Vi auguro una buona giornata. serve entro oggi.",Amministrazione,Alta
379,Necessità di mandato di pagamento per il fornitore,"Vi contatto per emettere il mandato di pagamento per il fornitore. In allegato trovate i dettagli. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Bassa
380,Supporto per inserire il nuovo lead qualificato nel CRM,"Salve, vorrei sapere come inserire il nuovo lead qualificato nel CRM. Resto a disposizione per ulteriori informazioni. non siamo fermi, pero' vorrei chiuderlo presto.",Commerciale,Bassa
381,CRITICO: brochure aggirando il limite di dimensione email,"Scusate il disturbo, ticket escalato: serve inviare la brochure aggirando il limite di dimensione email con massima urgenza. È una questione significativa. Vi prego di darci priorità se possibile. impatta il flusso del team.",Commerciale,Media
382,Necessità di batteria del laptop,"Team, apro questo ticket perché devo sostituire la batteria del laptop. Vi prego di darci priorità se possibile.",Tecnico,Bassa
383,CRITICO: serve installare l'antivirus su tutti i PC con massima urgenza,"La situazione è fondamentale, vi chiedo di installare l'antivirus su tutti i PC immediatamente. Attendo un vostro riscontro. sta rallentando il alvoro.",Tecnico,Media
384,Necessità di recuperare la cronologia del cliente dal vecchio database vendite,"Buonasera, potete darmi indicazioni su come recuperare la cronologia del cliente dal vecchio database vendite? Vi invio questa mail per un aggiornamento. ci crea ritardo operativo.",Commerciale,Bassa
